agency_name,city,state,agency_type,agency_latitude,agency_longitude,ft_sworn,agency_population,validated_week_name,record_month,validated_day,record_year
Doyline Police Department,Doyline,LA,Local Police Department,32.536064,-93.41059,-999,-999,Wednesday,February,13,2019
New Orleans Police Department 1St District,New Orleans,LA,Local Police Department,29.959415,-90.06987,-999,-999,Thursday,February,14,2019
Saint Gabriel Police Department,Sunshine,LA,Local Police Department,30.296274,-91.12154,-999,-999,Thursday,February,14,2019
Atchafalaya Basin Levee District Police,Port Allen,LA,Local Police Department,30.452099,-91.20624,-999,-999,Wednesday,February,13,2019
King And Queen County Sheriffs Office,King And Queen Courthouse,VA,Sheriff'S Office,37.6691,-76.87697,12,20,Wednesday,August,8,2018
Fontanelle Police Department,Fontanelle,IA,Local Police Department,41.289288,-94.56346,-999,-999,Tuesday,June,5,2018
Hapeville Police Department,Hapeville,GA,Local Police Department,33.65598,-84.41267,26,37,Thursday,August,9,2018
Norfolk Sheriffs Office / Norfolk City Jail,Norfolk,VA,Sheriff'S Office,36.845905,-76.28464,414,483,Wednesday,August,8,2018
Massachusetts State Police - Marthas Vinyard,Vineyard Haven,MA,Primary State Agency,41.46245,-70.577934,-999,-999,Thursday,September,6,2018
Tolland Police Department,Tolland,MA,Local Police Department,42.081604,-73.00266,-999,-999,Thursday,September,6,2018
Massachusetts State Police - Brookfield Barracks,Brookfield,MA,Primary State Agency,42.2115,-72.09335,-999,-999,Thursday,September,6,2018
Massachusetts State Police - Holden,Holden,MA,Primary State Agency,42.33813,-71.83608,-999,-999,Friday,September,7,2018
State Of Connecticut Judicial Marshals,Litchfield,CT,Constable/Marshal,41.746582,-73.189995,-999,-999,Thursday,May,10,2018
North County Correctional Facility,Castaic,CA,Local Police Department,34.464596,-118.58658,-999,-999,Wednesday,July,18,2018
Colorado State Patrol - Motor Carrier Safety,Golden,CO,Primary State Agency,39.735615,-105.16898,-999,-999,Wednesday,May,23,2018
Connecticut State Police Troop E - Preston Resident State Trooper,Preston,CT,Primary State Agency,41.489983,-71.99347,-999,-999,Wednesday,July,25,2018
Connecticut State Police Troop D - Killingly Resident State Trooper,Danielson,CT,Primary State Agency,41.803925,-71.88035,-999,-999,Wednesday,July,25,2018
Connecticut State Police Troop E - Jewett City Resident State Trooper,Jewett City,CT,Primary State Agency,41.602592,-71.98401,-999,-999,Wednesday,July,25,2018
Dale Borough Police Department,Johnstown,PA,Local Police Department,40.310387,-78.90291,2,2,Wednesday,January,9,2019
Urbana Police Department,Urbana,IA,Local Police Department,42.226707,-91.88248,-999,-999,Tuesday,June,5,2018
Bunnell Police Department,Bunnell,FL,Local Police Department,29.465746,-81.25557,14,16,Tuesday,July,31,2018
Iowa State Patrol District 3 - Council Bluffs,Council Bluffs,IA,Local Police Department,41.283283,-95.77613,-999,-999,Tuesday,June,5,2018
Rock Rapids Police Department,Rock Rapids,IA,Local Police Department,43.4279,-96.169075,-999,-999,Tuesday,June,5,2018
Villisca Police Department,Villisca,IA,Local Police Department,40.929005,-94.97758,-999,-999,Tuesday,June,5,2018
Early Police Department,Early,IA,Local Police Department,42.46095,-95.151855,-999,-999,Tuesday,June,5,2018
Grand Junction Police Department,Grand Junction,IA,Local Police Department,42.031986,-94.23887,-999,-999,Thursday,August,30,2018
Gilmore City Police Department,Gilmore City,IA,Local Police Department,42.72993,-94.443405,-999,-999,Wednesday,June,6,2018
Scott County Sheriff-Pleasant Valley High School Substation,Bettendorf,IA,Sheriff'S Office,41.553097,-90.47079,-999,-999,Wednesday,June,6,2018
Georgia State Patrol Troop A Post 28 - Jasper,Jasper,GA,Primary State Agency,34.456257,-84.44816,-999,-999,Tuesday,August,14,2018
Alexandria City Marshals Office,Alexandria,LA,Constable/Marshal,31.308779,-92.44496,-999,-999,Tuesday,February,12,2019
Saint John The Baptist Parish Sheriff Office Substation - Edgar,Edgard,LA,Sheriff'S Office,30.045269,-90.559616,-999,-999,Tuesday,February,12,2019
Acadia Parish Sheriffs Department,Crowley,LA,Sheriff'S Office,30.21446,-92.37359,-999,-999,Tuesday,February,12,2019
Lafourche Parish Sheriffs Office Work Release Center,Raceland,LA,Sheriff'S Office,29.740767,-90.5559,-999,-999,Wednesday,February,13,2019
Ward 3 - Lake Charles Marshals Office,Lake Charles,LA,Constable/Marshal,30.228956,-93.21601,-999,-999,Tuesday,February,12,2019
University Of Hawaii Campus Security,Honolulu,HI,Special Jurisdiction,21.303503,-157.81468,-999,-999,Wednesday,July,11,2018
Castor Police Department,Castor,LA,Local Police Department,32.251793,-93.16589,-999,-999,Tuesday,February,12,2019
Rapides Parish Detention Center Iii,Alexandria,LA,Local Police Department,31.30101,-92.52128,-999,-999,Wednesday,February,13,2019
San Carlos Police Department,San Carlos,CA,Local Police Department,37.504234,-122.26248,27,34,Monday,July,16,2018
Leland Police Department,Leland,MS,Local Police Department,33.405514,-90.897,18,24,Tuesday,September,25,2018
North Hodge Police Department,North Hodge,LA,Local Police Department,32.280315,-92.718925,-999,-999,Wednesday,February,13,2019
Notasulga Police Department,Notasulga,AL,Local Police Department,32.560806,-85.67228,3,7,Monday,July,9,2018
Connecticut State Police Troop E - North Stonington Resident State Trooper,North Stonington,CT,Primary State Agency,41.440773,-71.88065,-999,-999,Wednesday,July,25,2018
Connecticut State Police Eastern District Troop C - Tolland,Tolland,CT,Primary State Agency,41.88322,-72.32322,-999,-999,Wednesday,July,25,2018
Hartley Police Department,Hartley,IA,Local Police Department,43.180927,-95.47765,2,2,Wednesday,August,29,2018
Dumas Police Department,Dumas,AR,Local Police Department,33.887627,-91.49087,11,23,Wednesday,May,16,2018
Connecticut State Police Eastern District Troop D - Danielson,Danielson,CT,Primary State Agency,41.809036,-71.876625,-999,-999,Wednesday,July,25,2018
Connecticut State Police Troop B - Pleasant Valley Resident State Trooper,Pleasant Valley,CT,Primary State Agency,41.912197,-72.98995,-999,-999,Wednesday,July,25,2018
Connecticut State Police Troop B - North Canaan Resident State Trooper,North Canaan,CT,Primary State Agency,42.032246,-73.334045,-999,-999,Wednesday,July,25,2018
Amtrak Police Department,New Haven,CT,Local Police Department,41.297512,-72.926605,-999,-999,Wednesday,July,25,2018
Connecticut State Police Troop B - Norfolk Resident State Trooper,Norfolk,CT,Primary State Agency,41.99261,-73.19935,-999,-999,Wednesday,July,25,2018
Westbrook Police Department,Westbrook,CT,Local Police Department,41.28153,-72.45881,-999,-999,Wednesday,July,25,2018
Connecticut State Police Troop B Barracks - Headquarters,North Canaan,CT,Primary State Agency,42.04294,-73.326035,-999,-999,Wednesday,July,25,2018
Connecticut State Police Troop L - Bethlehem Resident State Trooper,Bethlehem,CT,Primary State Agency,41.637157,-73.20943,-999,-999,Wednesday,July,25,2018
Connecticut State Police Troop A - Roxbury Resident State Trooper,Roxbury,CT,Primary State Agency,41.56083,-73.31094,-999,-999,Wednesday,July,25,2018
Connecticut State Police Troop D - Brooklyn Resident State Trooper,Brooklyn,CT,Primary State Agency,41.788326,-71.94997,-999,-999,Wednesday,July,25,2018
Sumter County Sheriffs Department / Sumter County Jail,Livingston,AL,Sheriff'S Office,32.600445,-88.18025,6,21,Monday,July,9,2018
Corrigan-Radgowski Correctional Center,Uncasville,CT,Local Police Department,41.452682,-72.11013,-999,-999,Thursday,July,26,2018
Connecticut State Police Troop A - Sherman Resident State Trooper,Sherman,CT,Primary State Agency,41.5967,-73.4988,-999,-999,Wednesday,July,25,2018
Bridgeport Port Authority,Bridgeport,CT,Local Police Department,41.175014,-73.1857,-999,-999,Wednesday,July,25,2018
Connecticut State Police Troop A - New Fairfield Resident State Trooper,New Fairfield,CT,Primary State Agency,41.465446,-73.49585,-999,-999,Wednesday,July,25,2018
New Fairfield Police Department,New Fairfield,CT,Local Police Department,41.465446,-73.49585,-999,-999,Thursday,July,26,2018
Andover Police Department,Andover,CT,Local Police Department,41.728363,-72.368225,-999,-999,Wednesday,July,25,2018
Connecticut State Police Central District Troop H - Hartford,Hartford,CT,Primary State Agency,41.759644,-72.6813,-999,-999,Wednesday,July,25,2018
Franklin County Sheriffs Office,Hampton,IA,Sheriff'S Office,42.742313,-93.208046,8,11,Tuesday,August,28,2018
Connecticut State Police Troop A - Southbury,Southbury,CT,Primary State Agency,41.45659,-73.23445,-999,-999,Wednesday,July,25,2018
Connecticut State Police Troop F - Westbrook,Westbrook,CT,Primary State Agency,41.291782,-72.43079,-999,-999,Wednesday,July,25,2018
Connecticut State Police Central District - Headquarters,Meriden,CT,Primary State Agency,41.54757,-72.79832,-999,-999,Wednesday,July,25,2018
Connecticut State Police Western District - Headquarters,Litchfield,CT,Primary State Agency,41.73647,-73.21754,-999,-999,Thursday,July,26,2018
Hartford Campus Police - Substation,Hartford,CT,Local Police Department,41.77226,-72.70691,-999,-999,Thursday,July,26,2018
Estrella Mountain Community College - Public Safety,Avondale,AZ,Special Jurisdiction,33.479946,-112.34298,-999,-999,Tuesday,July,10,2018
Pima County Sheriffs Office - Corona De Tucson Satellite Office,Corona De Tucson,AZ,Sheriff'S Office,31.956682,-110.77177,-999,-999,Tuesday,July,10,2018
Tucson Police Department - South,Tucson,AZ,Local Police Department,32.171364,-110.95668,-999,-999,Thursday,July,12,2018
Pima County Sheriffs Office - Ajo District Office,Ajo,AZ,Sheriff'S Office,32.38269,-112.85719,-999,-999,Tuesday,July,10,2018
Phoenix Police Department - Maryvale Precinct,Phoenix,AZ,Local Police Department,33.474377,-112.192924,-999,-999,Wednesday,July,11,2018
Tempe Police Department - South Substation,Tempe,AZ,Local Police Department,33.34113,-111.95354,-999,-999,Thursday,July,12,2018
Avondale Police Department - Old Town Sub Station / Avondale City Jail,Avondale,AZ,Local Police Department,33.43506,-112.34406,-999,-999,Tuesday,July,10,2018
Chandler-Gilbert Community College Public Safety,Mesa,AZ,Special Jurisdiction,33.31109,-111.674065,-999,-999,Wednesday,July,11,2018
Jackson Police Department,Jackson,SC,Local Police Department,33.32505,-81.788666,4,4,Tuesday,August,28,2018
Goodyear Police Department - Administration,Goodyear,AZ,Local Police Department,33.448593,-112.36936,-999,-999,Wednesday,July,11,2018
Pima County Sheriffs Office - Green Valley District Office,Green Valley,AZ,Sheriff'S Office,31.880196,-110.99659,-999,-999,Wednesday,July,11,2018
Maricopa County Sheriffs Office - District 2,Avondale,AZ,Sheriff'S Office,33.45059,-112.33869,-999,-999,Tuesday,July,10,2018
Maricopa County Sheriffs Office - District 1,Mesa,AZ,Sheriff'S Office,33.3809,-111.82983,-999,-999,Wednesday,July,11,2018
South Mountain Community College - Public Safety,Phoenix,AZ,Special Jurisdiction,33.382164,-112.03315,-999,-999,Thursday,July,12,2018
Yavapai Sheriffs Office - Camp Verde Substation / Yavapai Detention Center - Eastern Detention Bureau,Camp Verde,AZ,Sheriff'S Office,34.610657,-111.91604,-999,-999,Tuesday,July,10,2018
Yavapai Sheriffs Office - Mayer Substation,Mayer,AZ,Sheriff'S Office,34.400154,-112.241455,-999,-999,Wednesday,July,11,2018
Gila County Sheriffs Office / Gila County Jail - North County,Payson,AZ,Sheriff'S Office,34.231358,-111.32587,-999,-999,Wednesday,July,11,2018
Pinal County Sheriffs Office - Arizona City Substation,Arizona City,AZ,Sheriff'S Office,32.75373,-111.67169,-999,-999,Tuesday,July,10,2018
Maricopa County District 3 Substation,Surprise,AZ,Local Police Department,33.63813,-112.34126,-999,-999,Thursday,July,12,2018
Mohave County Sheriffs Office - Lake Havasu District 3 Substation,Lake Havasu,AZ,Sheriff'S Office,34.53901,-114.35194,-999,-999,Wednesday,July,11,2018
Arizona Department Of Public Safety - Highway Patrol Division - District 1,Kingman,AZ,Primary State Agency,35.204266,-114.0227,-999,-999,Wednesday,July,11,2018
Mohave County Sheriffs Office - Beaver Dam,Beaver Dam,AZ,Sheriff'S Office,36.909378,-113.92887,-999,-999,Tuesday,July,10,2018
Mohave County Jail,Kingman,AZ,Local Police Department,35.192554,-114.05217,-999,-999,Wednesday,July,11,2018
Mohave County Jail Annex,Kingman,AZ,Local Police Department,35.190083,-114.06573,-999,-999,Wednesday,July,11,2018
Tempe Police Department - Apache Boulevard Substation,Tempe,AZ,Local Police Department,33.41411,-111.90553,-999,-999,Thursday,July,12,2018
Pima County Sheriffs Office - Tucson Mountain District Office,Tucson,AZ,Sheriff'S Office,32.318466,-111.21864,-999,-999,Thursday,July,12,2018
Phoenix Police Department - South Mountain Precinct,Phoenix,AZ,Local Police Department,33.3928,-112.07887,-999,-999,Thursday,July,12,2018
Phoenix Police Department - Cactus Park Precinct,Phoenix,AZ,Local Police Department,33.59682,-112.14322,-999,-999,Thursday,July,12,2018
Phoenix Police Department - Central City Precinct,Phoenix,AZ,Local Police Department,33.42919,-112.04911,-999,-999,Thursday,July,12,2018
Phoenix Police Department - Squaw Park Precinct,Phoenix,AZ,Local Police Department,33.526844,-112.03112,-999,-999,Thursday,July,12,2018
Goodyear Police Department - Station 184,Goodyear,AZ,Local Police Department,33.43462,-112.406525,-999,-999,Wednesday,July,11,2018
Phoenix Police Department - Desert Horizon Precinct,Scottsdale,AZ,Local Police Department,33.632458,-111.96173,-999,-999,Thursday,July,12,2018
Scottsdale Community College Safety Department,Scottsdale,AZ,Special Jurisdiction,33.511147,-111.884056,-999,-999,Thursday,July,12,2018
Goodyear Police Department - Station 185,Goodyear,AZ,Local Police Department,33.48566,-112.398575,-999,-999,Wednesday,July,11,2018
Adair Police Department,Adair,IA,Local Police Department,41.50038,-94.64202,1,1,Wednesday,August,29,2018
Pima County Sheriffs Office - Rincon District Office,Tucson,AZ,Sheriff'S Office,32.25863,-110.80012,-999,-999,Thursday,July,12,2018
Pima County Sheriffs Office - Foothills District Office,Tucson,AZ,Sheriff'S Office,32.339874,-111.02813,-999,-999,Thursday,July,12,2018
Goodyear Police Department - Station 182,Goodyear,AZ,Local Police Department,33.349957,-112.42734,-999,-999,Wednesday,July,11,2018
Tucson Police Department - Midtown,Tucson,AZ,Local Police Department,32.208004,-110.91059,-999,-999,Thursday,July,12,2018
Tucson Police Department - East,Tucson,AZ,Local Police Department,32.190773,-110.78622,-999,-999,Thursday,July,12,2018
Tucson Police Department - West,Tucson,AZ,Local Police Department,32.262848,-110.99393,-999,-999,Thursday,July,12,2018
Arizona Department Of Public Safety - Highway Patrol Division - Metro Central / Metro East,Phoenix,AZ,Primary State Agency,33.42384,-112.0484,-999,-999,Thursday,July,12,2018
La Paz County Sheriffs Office,Parker,AZ,Sheriff'S Office,34.145718,-114.29036,36,97,Wednesday,July,11,2018
Marana Police Department - Substation,Tucson,AZ,Local Police Department,32.338314,-111.07316,-999,-999,Thursday,July,12,2018
Oro Valley Police Department - 103 North,Oro Valley,AZ,Local Police Department,32.46624,-110.95439,-999,-999,Wednesday,July,11,2018
Arizona Department Of Public Safety - Highway Patrol Division - District 11,Globe,AZ,Primary State Agency,33.403084,-110.74437,-999,-999,Wednesday,July,11,2018
Arizona Department Of Public Safety - Highway Patrol Division - Phoenix Commercial Vehicle Enforcement,Phoenix,AZ,Primary State Agency,33.47408,-112.10758,-999,-999,Thursday,July,12,2018
Maricopa County District 4 - North Substation,Cave Creek,AZ,Local Police Department,33.827644,-111.955734,-999,-999,Tuesday,July,10,2018
Georgia Forestry Commission,Dry Branch,GA,Local Police Department,32.805935,-83.54027,-999,-999,Tuesday,August,7,2018
Atlanta Police Department - Mounted Patrol Precinct,Atlanta,GA,Local Police Department,33.726784,-84.37443,-999,-999,Friday,August,10,2018
Atlanta Police Department - Zone 2 Precinct,Atlanta,GA,Local Police Department,33.840202,-84.3729,-999,-999,Friday,August,10,2018
Georgia Department Of Natural Resources Law Enforcement - High Falls State Park,Jackson,GA,Primary State Agency,33.178455,-84.02045,-999,-999,Tuesday,August,14,2018
Lakeland Police Department,Lakeland,FL,Local Police Department,28.046333,-81.95373,226,341,Thursday,August,2,2018
Lexington Police Department,Lexington,MA,Local Police Department,42.44668,-71.223495,47,61,Thursday,September,6,2018
